longitude,latitude,total_rooms,total_bedrooms,population,households,median_house_value,median_income_log,ocean_ordinal,age_ordinal,rooms_per_household,bedrooms_per_room,population_per_household,income_per_person
-117.93,33.76,2884.0,662.0,2613.0,645.0,177900.0,1.6193882432872684,1,1,4.47,0.2295,4.05,1.0
-117.96,33.93,1471.0,321.0,841.0,330.0,232800.0,1.4951487660319727,1,1,4.46,0.2182,2.55,1.3569
-121.27,38.7,3747.0,586.0,1817.0,590.0,145300.0,1.73144313322,0,0,6.35,0.1564,3.08,1.5094
-119.05,34.24,4341.0,646.0,1929.0,703.0,279600.0,1.8609434335667154,1,1,6.17,0.1488,2.74,1.9817
-120.97,38.91,4341.0,716.0,1978.0,682.0,172200.0,1.7632056618099938,0,0,6.37,0.1649,2.9,1.6659
-117.86,34.08,2524.0,349.0,1003.0,343.0,380900.0,2.1423693913823083,1,1,7.36,0.1383,2.92,2.5752
-118.2,33.81,2347.0,437.0,1219.0,420.0,209900.0,1.842072283101644,2,2,5.59,0.1862,2.9,1.8309
-117.91,33.91,2249.0,379.0,1015.0,385.0,267100.0,1.787851844397038,1,1,5.84,0.1685,2.64,1.8851
-118.97,37.64,1847.0,439.0,238.0,98.0,137500.0,1.5269689304026592,0,0,18.85,0.2377,2.43,1.4832
-118.62,34.18,3124.0,468.0,1241.0,439.0,333100.0,2.002074418103393,1,1,7.12,0.1498,2.83,2.263
-122.16,37.44,2199.0,529.0,1193.0,532.0,405900.0,1.6671783790706722,3,1,4.13,0.2406,2.24,1.9184
-117.4,33.95,1979.0,491.0,954.0,444.0,117300.0,1.2357040024873895,0,1,4.46,0.2481,2.15,1.1353
-117.31,34.44,1731.0,299.0,1056.0,312.0,104000.0,1.5262084658308173,0,0,5.55,0.1727,3.38,1.0653
-118.37,34.21,2034.0,470.0,1990.0,423.0,159600.0,1.5571968005884098,1,1,4.81,0.2311,4.7,0.7969
-121.92,36.62,1410.0,303.0,578.0,285.0,235400.0,1.270462545594769,2,2,4.95,0.2149,2.03,1.2623
-117.98,34.02,3512.0,632.0,1971.0,598.0,193200.0,1.6984190149068337,1,1,5.87,0.18,3.3,1.3531
-122.27,37.53,1145.0,230.0,586.0,254.0,267400.0,1.5040773967762742,2,2,4.51,0.2009,2.31,1.5152
-122.48,38.31,2398.0,521.0,1266.0,471.0,186800.0,1.3277909254964906,1,1,5.09,0.2173,2.69,1.0307
-118.31,33.81,1773.0,356.0,905.0,352.0,336000.0,1.6687628665187841,1,1,5.04,0.2008,2.57,1.6753
-118.2,33.99,1705.0,523.0,2252.0,508.0,154200.0,1.2065993519278158,1,1,3.36,0.3067,4.43,0.5287
-118.29,34.04,1941.0,579.0,2049.0,535.0,143000.0,1.1120219755780274,1,2,3.63,0.2983,3.83,0.5328
-120.71,38.73,2146.0,396.0,862.0,351.0,141300.0,1.366576230253787,0,0,6.11,0.1845,2.46,1.1878
-122.84,38.41,2191.0,391.0,1065.0,404.0,204600.0,1.634130525024472,1,1,5.42,0.1785,2.64,1.5625
-122.26,37.81,335.0,107.0,202.0,91.0,125000.0,1.1006768227169887,3,1,3.68,0.3194,2.22,0.9037
-117.13,32.76,1591.0,461.0,794.0,425.0,140000.0,1.2901413262129775,2,1,3.74,0.2898,1.87,1.4082
-119.0,35.35,1164.0,277.0,992.0,284.0,48700.0,0.876093542122742,0,1,4.1,0.238,3.49,0.4016
-120.79,38.54,1133.0,254.0,495.0,187.0,68900.0,1.1151415906193203,0,1,6.06,0.2242,2.65,0.7736
-121.32,37.97,2453.0,490.0,1093.0,438.0,88800.0,1.3637163861066428,0,2,5.6,0.1998,2.5,1.1643
-117.37,33.19,2205.0,453.0,1138.0,439.0,208600.0,1.356324724497458,2,1,5.02,0.2054,2.59,1.1127
-116.32,34.1,4256.0,861.0,1403.0,686.0,81000.0,1.2979548297963672,0,0,6.2,0.2023,2.05,1.2984
-122.01,38.35,4486.0,723.0,1600.0,697.0,189700.0,1.5820872704113014,0,0,6.44,0.1612,2.3,1.6805
-121.94,37.73,1980.0,291.0,861.0,290.0,258200.0,1.9841138617223844,1,1,6.83,0.147,2.97,2.112
-118.43,34.3,271.0,61.0,246.0,62.0,164600.0,0.9955454368474067,1,1,4.37,0.2251,3.97,0.4298
-122.59,38.78,764.0,145.0,366.0,143.0,103100.0,1.4759065198095778,0,0,5.34,0.1898,2.56,1.3184
-118.12,34.08,2433.0,585.0,1565.0,563.0,234900.0,1.4432416415616407,1,2,4.32,0.2404,2.78,1.1635
-116.89,34.27,3661.0,770.0,567.0,228.0,152600.0,1.687564940210198,0,0,16.06,0.2103,2.49,1.7696
-119.68,37.19,3113.0,589.0,1508.0,512.0,96100.0,1.3393861749184552,0,0,6.08,0.1892,2.95,0.9548
-122.02,37.09,1818.0,368.0,682.0,254.0,240000.0,1.7683372992835624,2,1,7.16,0.2024,2.69,1.8071
-122.66,38.81,852.0,176.0,461.0,142.0,83300.0,1.490091154801534,0,1,6.0,0.2066,3.25,1.0577
-118.39,34.08,1244.0,304.0,444.0,282.0,430800.0,1.5066075266298993,1,2,4.41,0.2444,1.57,2.2366
-117.96,34.04,1141.0,212.0,924.0,212.0,148300.0,1.4252987047131207,1,1,5.38,0.1858,4.36,0.7246
-120.68,35.29,1354.0,293.0,753.0,290.0,225000.0,1.4469189829363254,2,2,4.67,0.2164,2.6,1.25
-118.11,33.88,3203.0,708.0,1761.0,667.0,239700.0,1.6274939172336713,1,1,4.8,0.221,2.64,1.5497
-121.95,37.25,3298.0,634.0,1532.0,602.0,332000.0,1.8060403437202974,1,1,5.48,0.1922,2.54,2.0025
-118.29,34.04,432.0,182.0,702.0,186.0,125000.0,1.146481393872298,1,1,2.32,0.4213,3.77,0.5695
-122.3,38.0,1712.0,317.0,956.0,341.0,162000.0,1.6936687606673608,3,1,5.02,0.1852,2.8,1.5855
-120.37,38.23,4401.0,829.0,924.0,383.0,123500.0,1.3067640221630823,0,0,11.49,0.1884,2.41,1.1179
-118.21,33.94,2227.0,594.0,2244.0,580.0,143800.0,1.2371851185320333,1,2,3.84,0.2667,3.87,0.632
-121.98,37.28,3526.0,589.0,1725.0,553.0,275000.0,1.914154077441661,1,1,6.38,0.167,3.12,1.8529
-118.2,34.13,2929.0,588.0,1931.0,574.0,173600.0,1.4687495410560834,1,2,5.1,0.2008,3.36,0.9952
-121.94,36.58,4911.0,693.0,1480.0,606.0,500000.0,2.051170659712806,2,1,8.1,0.1411,2.44,2.7775
-117.71,33.6,3011.0,714.0,893.0,654.0,74800.0,1.205581509665352,1,1,4.6,0.2371,1.37,1.7071
-116.98,32.77,3558.0,447.0,1097.0,445.0,379600.0,2.207504886743776,1,1,8.0,0.1256,2.47,3.2765
-118.25,33.93,763.0,191.0,754.0,174.0,101800.0,1.114682468845604,1,2,4.39,0.2503,4.33,0.4731
-122.54,37.95,2310.0,400.0,971.0,386.0,435700.0,1.9016596649279132,3,2,5.98,0.1732,2.52,2.2607
-119.92,38.91,3831.0,625.0,984.0,328.0,162500.0,1.803655101474442,0,0,11.68,0.1631,3.0,1.6906
-117.81,34.1,1935.0,399.0,1126.0,389.0,144600.0,1.5877851747386478,0,1,4.97,0.2062,2.89,1.347
-118.13,34.01,1179.0,268.0,736.0,252.0,161800.0,1.31057355057975,1,2,4.68,0.2273,2.92,0.9275
-118.27,33.97,1546.0,371.0,1186.0,366.0,96800.0,0.9707789171582248,1,2,4.22,0.24,3.24,0.5062
-118.44,34.23,1730.0,387.0,1099.0,353.0,183100.0,1.6167709598008924,1,2,4.9,0.2237,3.11,1.298
-122.15,38.06,3008.0,532.0,1381.0,522.0,195800.0,1.8509870371876713,3,0,5.76,0.1769,2.65,2.0249
-117.66,34.04,3657.0,695.0,2079.0,663.0,159900.0,1.6496965482976624,0,0,5.52,0.19,3.14,1.3393
-122.65,38.11,3891.0,616.0,1968.0,632.0,279200.0,1.8798313947483392,1,1,6.16,0.1583,3.11,1.7853
-122.48,37.78,3371.0,794.0,1738.0,753.0,335300.0,1.4267883018363805,3,2,4.48,0.2355,2.31,1.3703
-118.35,34.17,858.0,170.0,365.0,171.0,225000.0,1.111363972593273,1,2,5.02,0.1981,2.13,0.957
-122.14,37.75,690.0,105.0,299.0,109.0,195500.0,1.6156784000235547,3,2,6.33,0.1522,2.74,1.4713
-121.99,37.35,1527.0,325.0,707.0,339.0,212200.0,1.6817585740137264,1,1,4.5,0.2128,2.09,2.0933
-117.19,33.41,3031.0,554.0,1301.0,518.0,296100.0,1.6269241334413755,1,0,5.85,0.1828,2.51,1.6288
-121.34,38.66,1149.0,257.0,583.0,243.0,137500.0,1.337419193337754,0,0,4.73,0.2237,2.4,1.1705
-117.74,34.04,2215.0,440.0,1987.0,449.0,129600.0,1.3969622562444053,0,1,4.93,0.1986,4.43,0.6869
-117.33,34.15,1473.0,333.0,1196.0,312.0,67800.0,0.9929924801375325,0,1,4.72,0.2261,3.83,0.4437
-121.91,36.59,5039.0,833.0,1678.0,710.0,339100.0,1.9785571045303936,2,0,7.1,0.1653,2.36,2.6408
-116.99,32.74,3341.0,611.0,1952.0,602.0,215300.0,1.6063130350865755,1,0,5.55,0.1829,3.24,1.2298
-117.31,34.13,1287.0,284.0,1047.0,269.0,65500.0,1.189823168721494,0,2,4.78,0.2207,3.89,0.5878
-120.96,37.48,1256.0,212.0,682.0,236.0,135900.0,1.3823867362888735,0,1,5.32,0.1688,2.89,1.0327
-122.23,37.78,862.0,215.0,994.0,213.0,80800.0,1.3926988087928849,3,2,4.05,0.2494,4.67,0.6479
-121.66,36.89,2608.0,458.0,1531.0,457.0,253500.0,1.8740765117172686,1,0,5.71,0.1756,3.35,1.6462
-122.0,37.4,4324.0,854.0,1656.0,885.0,232400.0,1.5394230903620605,1,0,4.89,0.1975,1.87,1.9582
-117.95,34.05,2349.0,539.0,2028.0,521.0,154500.0,1.5027431737631374,1,1,4.51,0.2295,3.89,0.8982
-118.07,34.15,1095.0,237.0,672.0,234.0,209200.0,1.4835798614207407,0,2,4.68,0.2164,2.87,1.1877
-120.75,37.37,1656.0,317.0,1037.0,286.0,88800.0,1.2517338677241958,0,1,5.79,0.1914,3.63,0.6877
-118.36,33.82,67.0,15.0,49.0,11.0,330000.0,1.9651383817266042,1,1,6.09,0.2239,4.45,1.3789
-122.23,37.84,3175.0,454.0,1098.0,485.0,347600.0,1.8384521972200374,3,2,6.55,0.143,2.26,2.3393
-121.71,36.9,1680.0,285.0,1103.0,275.0,253800.0,1.7249962530683727,1,0,6.11,0.1696,4.01,1.1502
-121.86,37.41,1603.0,287.0,1080.0,296.0,266900.0,1.9636939331355228,1,0,5.42,0.179,3.65,1.6782
-120.47,34.65,2549.0,428.0,1486.0,432.0,150700.0,1.6653455443723963,2,0,5.9,0.1679,3.44,1.2464
-118.1,33.81,1962.0,325.0,786.0,315.0,239600.0,1.890095369948917,1,2,6.23,0.1656,2.5,2.248
-118.35,34.0,3402.0,503.0,1389.0,504.0,270400.0,1.847856208579925,1,2,6.75,0.1479,2.76,1.937
-118.09,33.92,2381.0,419.0,1669.0,444.0,171100.0,1.7400450335413764,1,2,5.36,0.176,3.76,1.2494
-122.4,37.74,2462.0,509.0,1587.0,450.0,211800.0,1.2781522025001875,3,2,5.47,0.2067,3.53,0.7337
-118.44,34.18,972.0,270.0,550.0,256.0,215000.0,1.1774542757651272,1,1,3.8,0.2778,2.15,1.0447
-121.37,38.61,823.0,146.0,329.0,144.0,114100.0,1.4069054850240004,0,2,5.72,0.1774,2.28,1.3523
-117.26,33.06,2660.0,352.0,1226.0,366.0,319800.0,2.1613901243270033,2,0,7.27,0.1323,3.35,2.2935
-119.64,36.31,1513.0,314.0,1071.0,284.0,50100.0,0.9520053056981487,0,1,5.33,0.2075,3.77,0.422
-121.63,39.16,1879.0,444.0,1065.0,410.0,103800.0,1.2291433514678802,0,0,4.58,0.2363,2.6,0.9301
-117.31,34.08,2011.0,495.0,1528.0,469.0,69900.0,1.0775588794702773,0,2,4.29,0.2461,3.26,0.5943
-117.71,33.54,2460.0,368.0,962.0,320.0,318300.0,2.1267782691693355,1,0,7.69,0.1496,3.01,2.4544
-122.25,37.81,2155.0,701.0,895.0,613.0,350000.0,1.2752231258541027,3,2,3.52,0.3253,1.46,1.7668
-118.0,34.15,2583.0,633.0,1544.0,617.0,178300.0,1.2646068378627864,0,2,4.19,0.2451,2.5,1.0167
-123.23,39.77,2075.0,435.0,991.0,377.0,60300.0,0.8011492043612234,0,1,5.5,0.2096,2.63,0.467
-121.91,37.3,616.0,131.0,185.0,107.0,265000.0,1.5314763709643886,1,1,5.76,0.2127,1.73,2.0954
-122.43,37.78,2246.0,587.0,1277.0,546.0,350000.0,1.3810807940670031,3,2,4.11,0.2614,2.34,1.2732
-122.6,38.0,2198.0,462.0,1100.0,449.0,246600.0,1.631160264506416,1,1,4.9,0.2102,2.45,1.6775
-118.26,34.0,2615.0,697.0,2484.0,630.0,103400.0,1.07185755135929,1,2,4.15,0.2665,3.94,0.4875
-122.05,38.25,199.0,36.0,101.0,38.0,105400.0,1.978225204816376,0,2,5.24,0.1809,2.66,2.3421
-119.04,35.96,1187.0,308.0,1343.0,277.0,51700.0,1.0560526742493137,0,0,4.29,0.2595,4.85,0.3866
-120.01,38.93,3080.0,610.0,1045.0,425.0,126100.0,1.385293860786307,0,1,7.25,0.1981,2.46,1.2179
-121.02,37.67,3951.0,797.0,1916.0,740.0,111500.0,1.3007909375059497,0,1,5.34,0.2017,2.59,1.0317
-117.19,32.8,2593.0,794.0,1235.0,684.0,166300.0,1.4183742545833022,2,0,3.79,0.3062,1.81,1.7295
-120.44,34.96,2374.0,562.0,1617.0,463.0,108300.0,1.2955761221989344,1,1,5.13,0.2367,3.49,0.7602
-118.44,34.2,1732.0,435.0,1198.0,417.0,241300.0,1.366576230253787,1,1,4.15,0.2512,2.87,1.0181
-121.62,37.09,1593.0,303.0,1030.0,287.0,260700.0,1.5954606845032409,1,2,5.55,0.1902,3.59,1.0949
-118.5,34.27,2235.0,390.0,1148.0,416.0,221600.0,1.7696842615761974,1,1,5.37,0.1745,2.76,1.7641
-118.2,34.11,1441.0,534.0,1809.0,500.0,185700.0,1.1566610467746852,1,2,2.88,0.3706,3.62,0.602
-118.41,34.24,490.0,101.0,402.0,100.0,175900.0,1.4170660197866443,1,2,4.9,0.2061,4.02,0.7774
-122.43,37.76,2250.0,566.0,1051.0,562.0,350000.0,1.3469816437343498,3,2,4.0,0.2516,1.87,1.5218
-118.45,34.25,2143.0,565.0,1803.0,497.0,162500.0,1.6060923221830037,1,1,4.31,0.2636,3.63,1.0973
-117.67,35.65,2737.0,589.0,1128.0,533.0,72000.0,1.33500106673234,0,0,5.14,0.2152,2.12,1.3208
-117.96,34.04,1381.0,265.0,1020.0,268.0,146900.0,1.6144254539451395,1,1,5.15,0.1919,3.81,1.0564
-121.81,37.25,4096.0,623.0,2128.0,618.0,251800.0,1.987285133505592,1,1,6.63,0.1521,3.44,1.8301
-121.96,37.32,1711.0,493.0,1094.0,543.0,227700.0,1.5539252025038417,1,0,3.15,0.2881,2.01,1.8557
-119.05,34.35,950.0,300.0,1366.0,312.0,146600.0,1.1768996103990024,1,2,3.04,0.3158,4.38,0.5124
-122.1,37.66,686.0,142.0,480.0,149.0,162100.0,1.5841201044498106,3,1,4.6,0.207,3.22,1.2034
-117.08,32.62,1674.0,309.0,818.0,307.0,150400.0,1.4990201861717334,2,2,5.45,0.1846,2.66,1.3073
-118.07,34.09,2178.0,445.0,1153.0,400.0,212000.0,1.5278590254410724,1,1,5.44,0.2043,2.88,1.2529
-121.62,39.16,2037.0,464.0,1267.0,451.0,97100.0,1.2399961035025922,0,0,4.52,0.2278,2.81,0.8739
-121.7,37.93,3258.0,612.0,1779.0,558.0,152500.0,1.7331941838553477,0,0,5.84,0.1878,3.19,1.4604
-118.1,33.74,2119.0,524.0,872.0,465.0,495500.0,1.71145283784083,2,1,4.56,0.2473,1.88,2.4133
-117.9,33.63,3556.0,521.0,1381.0,537.0,450700.0,1.9660768557248172,1,1,6.62,0.1465,2.57,2.3901
-118.42,34.23,1550.0,279.0,1011.0,288.0,189000.0,1.711543135371254,1,1,5.38,0.18,3.51,1.2927
-118.25,33.97,879.0,257.0,1057.0,230.0,114800.0,0.9849208709149798,1,1,3.82,0.2924,4.6,0.3647
-117.28,35.13,671.0,166.0,856.0,114.0,53300.0,1.2940968319883452,0,1,5.89,0.2474,7.51,0.3526
-122.0,38.73,371.0,74.0,208.0,84.0,137500.0,1.5841201044498106,0,1,4.42,0.1995,2.48,1.5625
-122.34,37.97,392.0,109.0,287.0,81.0,110000.0,1.951977420170596,3,1,4.84,0.2781,3.54,1.7069
-122.53,41.81,2400.0,485.0,1109.0,443.0,55400.0,1.016642725800859,0,1,5.42,0.2021,2.5,0.7056
-121.06,39.25,3127.0,539.0,1390.0,520.0,172800.0,1.600134772107956,0,0,6.01,0.1724,2.67,1.4808
-118.37,33.85,2415.0,404.0,1278.0,414.0,341200.0,1.968496014394575,1,1,5.83,0.1673,3.09,1.9935
-117.99,34.08,2399.0,527.0,2307.0,531.0,141000.0,1.5178707189086098,0,0,4.52,0.2197,4.34,0.8209
-122.17,37.76,1594.0,367.0,1074.0,355.0,90600.0,1.0769118616887707,3,2,4.49,0.2302,3.03,0.6388
-121.92,37.96,5332.0,884.0,2093.0,839.0,237400.0,1.8373381328392187,0,0,6.36,0.1658,2.49,2.1204
-122.42,37.75,2163.0,607.0,1447.0,546.0,275000.0,1.4714394142768097,3,2,3.96,0.2806,2.65,1.2662
-122.41,37.72,2104.0,434.0,1225.0,410.0,242900.0,1.7615407826440541,3,1,5.13,0.2063,2.99,1.6125
-117.96,33.81,1153.0,192.0,884.0,208.0,177400.0,1.830723739246196,1,1,5.54,0.1665,4.25,1.2326
-121.95,37.29,1503.0,381.0,715.0,349.0,234300.0,1.7293697488746755,1,0,4.31,0.2535,2.05,2.262
-118.3,34.05,1476.0,610.0,1605.0,545.0,214300.0,1.0009994598011094,1,2,2.71,0.4133,2.94,0.5854
-117.31,34.11,1105.0,257.0,816.0,197.0,64100.0,1.0775588794702773,0,2,5.61,0.2326,4.14,0.468
-117.32,34.48,4627.0,887.0,2739.0,846.0,93100.0,1.391381400168448,0,0,5.47,0.1917,3.24,0.9322
-122.01,37.97,3259.0,498.0,1250.0,478.0,206200.0,1.8530740490471476,3,1,6.82,0.1528,2.62,2.0532
-121.0,37.67,90.0,18.0,47.0,18.0,87500.0,0.7537718023763802,0,1,5.0,0.2,2.61,0.431
-120.97,37.73,3725.0,543.0,1412.0,463.0,248600.0,1.9091868861040193,0,1,8.05,0.1458,3.05,1.8845
-118.25,33.94,1002.0,270.0,1092.0,273.0,94500.0,0.9682378124969019,1,2,3.67,0.2695,4.0,0.4083
-118.08,33.82,4259.0,588.0,1644.0,581.0,345700.0,1.9812635034980277,1,1,7.33,0.1381,2.83,2.2092
-117.29,34.12,2198.0,612.0,1517.0,531.0,65800.0,0.7396012849318295,0,2,4.14,0.2784,2.86,0.3829
-118.08,33.78,2879.0,403.0,1109.0,414.0,364700.0,2.0709556380295377,1,1,6.95,0.14,2.68,2.5867
-118.19,33.77,1562.0,616.0,692.0,512.0,200000.0,0.877466740016573,2,2,3.05,0.3944,1.35,1.0406
-120.87,37.05,4176.0,779.0,2092.0,741.0,104200.0,1.27954399117301,0,1,5.64,0.1865,2.82,0.9202
-119.81,36.92,4795.0,710.0,2047.0,640.0,121300.0,1.7343068944799696,0,0,7.49,0.1481,3.2,1.4578
-118.28,33.99,1454.0,323.0,1098.0,297.0,104000.0,0.9206412546114131,1,2,4.9,0.2221,3.7,0.4084
-118.3,34.19,2962.0,468.0,1364.0,466.0,343500.0,1.7756639620631685,1,2,6.36,0.158,2.93,1.6738
-118.39,34.15,917.0,181.0,379.0,183.0,425000.0,1.4954177881382447,1,1,5.01,0.1974,2.07,1.6721
-122.22,37.79,2366.0,575.0,1647.0,527.0,124700.0,1.2820998321020338,3,2,4.49,0.243,3.13,0.832
-118.21,33.93,1337.0,382.0,1769.0,393.0,121000.0,1.3070617419027468,1,2,3.4,0.2857,4.5,0.599
-122.41,37.6,2754.0,402.0,1128.0,395.0,466900.0,1.9976754748756387,2,1,6.97,0.146,2.86,2.2279
-119.75,36.83,2793.0,436.0,1411.0,441.0,109400.0,1.7798892966575675,0,0,6.33,0.1561,3.2,1.5404
-121.89,38.01,3639.0,751.0,2362.0,641.0,103900.0,1.387343810255462,0,1,5.68,0.2064,3.68,0.8164
-117.31,33.67,981.0,169.0,596.0,156.0,157400.0,1.4310765038917836,1,0,6.29,0.1723,3.82,0.8333
-122.04,37.62,899.0,179.0,455.0,185.0,190400.0,1.6650050608825562,3,1,4.86,0.1991,2.46,1.7422
-118.78,34.27,2743.0,685.0,1798.0,613.0,170900.0,1.542464429180978,1,1,4.47,0.2497,2.93,1.2546
-119.3,35.87,1934.0,377.0,1341.0,336.0,62600.0,1.145305016660092,0,1,5.76,0.1949,3.99,0.5372
-118.14,33.94,2841.0,774.0,1612.0,708.0,196600.0,1.3662191966888395,1,1,4.01,0.2724,2.28,1.2809
-117.05,33.04,1840.0,254.0,580.0,234.0,400000.0,2.0511578012014358,1,0,7.86,0.138,2.48,2.7326
-121.22,38.16,4411.0,776.0,2038.0,732.0,151200.0,1.4985063517268187,0,1,6.03,0.1759,2.78,1.25
-122.57,37.98,2860.0,552.0,1178.0,522.0,355000.0,1.7272209480904839,3,2,5.48,0.193,2.26,2.0465
-116.29,33.67,5048.0,842.0,883.0,391.0,231300.0,1.900882896246409,0,0,12.91,0.1668,2.26,2.5185
-118.53,34.2,2221.0,662.0,1998.0,603.0,191100.0,1.3532803465011303,1,1,3.68,0.2981,3.31,0.8671
-121.19,38.04,703.0,117.0,290.0,107.0,177100.0,1.441019260809137,0,1,6.57,0.1664,2.71,1.19
-117.91,34.1,3694.0,722.0,1999.0,718.0,181100.0,1.454256701792318,1,1,5.14,0.1955,2.78,1.1803
-117.08,32.73,1158.0,218.0,619.0,233.0,122500.0,1.5287700093666456,2,2,4.97,0.1883,2.66,1.3581
-118.95,35.26,1341.0,214.0,667.0,184.0,94500.0,1.6094379124341003,0,1,7.29,0.1596,3.62,1.105
-122.17,37.72,1369.0,284.0,766.0,289.0,159700.0,1.511008874042727,3,2,4.74,0.2075,2.65,1.3326
-118.03,33.97,2149.0,527.0,1359.0,481.0,167900.0,1.341296995189155,1,2,4.47,0.2452,2.83,0.9979
-121.29,37.96,888.0,324.0,630.0,258.0,112500.0,0.8069668167594056,0,2,3.44,0.3649,2.44,0.5086
-117.28,33.85,3498.0,702.0,2372.0,672.0,118000.0,1.2008378956304486,0,0,5.21,0.2007,3.53,0.658
-118.15,33.93,3096.0,628.0,1676.0,587.0,207300.0,1.7331234937430977,1,1,5.27,0.2028,2.86,1.6288
-121.8,36.94,2377.0,476.0,1669.0,499.0,190100.0,1.340616847623238,1,1,4.76,0.2003,3.34,0.8447
-118.14,34.01,702.0,210.0,834.0,216.0,162500.0,1.1786549963416462,1,2,3.25,0.2991,3.86,0.5829
-124.17,40.77,1895.0,366.0,990.0,359.0,81300.0,1.1702195175205445,2,1,5.28,0.1931,2.76,0.8053
-119.77,36.75,1287.0,332.0,1386.0,306.0,46900.0,0.9253297565248249,0,2,4.21,0.258,4.53,0.3361
-118.33,34.01,1762.0,463.0,786.0,445.0,188500.0,1.0726446969705279,1,2,3.96,0.2628,1.77,1.0865
-118.13,33.91,1967.0,316.0,910.0,306.0,190600.0,1.703802190468913,1,2,6.43,0.1607,2.97,1.5134
-117.43,33.99,3307.0,547.0,1738.0,457.0,116900.0,1.716676663103699,0,0,7.24,0.1654,3.8,1.2016
-117.95,34.0,2376.0,468.0,1858.0,449.0,176300.0,1.6356513192500035,1,1,5.29,0.197,4.14,0.9983
-121.82,37.29,2085.0,394.0,1705.0,391.0,222800.0,1.7955024555068895,1,0,5.33,0.189,4.36,1.1519
-118.36,34.05,1424.0,300.0,632.0,278.0,295200.0,1.6218604324326575,1,2,5.12,0.2107,2.27,1.7896
-117.96,33.82,2176.0,468.0,1632.0,428.0,180400.0,1.5490507624190053,1,1,5.08,0.2151,3.81,0.973
-118.57,34.21,878.0,167.0,499.0,179.0,190400.0,1.6327832764290915,1,2,4.91,0.1902,2.79,1.476
-121.91,37.44,1669.0,276.0,951.0,278.0,225800.0,1.754299871067673,1,1,6.0,0.1654,3.42,1.3975
-118.0,33.89,1065.0,176.0,574.0,171.0,200800.0,1.7981390761920941,1,1,6.23,0.1653,3.36,1.4995
-121.83,37.99,1150.0,174.0,572.0,174.0,152400.0,1.777778861040262,0,1,6.61,0.1513,3.29,1.4944
-122.49,37.77,2342.0,458.0,1170.0,458.0,369200.0,1.5483281729671237,3,2,5.11,0.1956,2.55,1.4524
-118.16,33.97,1516.0,457.0,1977.0,435.0,157800.0,1.1959809543963835,1,1,3.49,0.3015,4.54,0.5081
-117.75,33.64,2499.0,492.0,1111.0,542.0,182300.0,1.877049921831947,1,0,4.61,0.1969,2.05,2.6996
-117.97,34.04,1686.0,417.0,1355.0,388.0,157300.0,1.258233691052373,1,1,4.35,0.2473,3.49,0.7218
-121.98,38.36,2434.0,630.0,1538.0,574.0,101100.0,1.1335610695855622,0,1,4.24,0.2588,2.68,0.7861
-120.65,38.28,3095.0,681.0,1341.0,546.0,104000.0,1.1436493871428308,0,1,5.67,0.22,2.46,0.8692
-118.31,33.96,1686.0,303.0,870.0,320.0,136300.0,1.4961124271219772,1,2,5.27,0.1797,2.72,1.2736
-118.02,34.05,1610.0,513.0,2050.0,508.0,156300.0,1.2686925590397105,1,1,3.17,0.3186,4.04,0.6327
-118.3,33.88,1348.0,333.0,885.0,322.0,195300.0,1.4486586453164407,1,1,4.19,0.247,2.75,1.1845
-122.22,40.18,3719.0,803.0,1754.0,764.0,88900.0,1.209467679807897,0,0,4.87,0.2159,2.3,1.0225
-118.2,33.86,2732.0,867.0,1690.0,794.0,160200.0,1.2937678034421507,1,1,3.44,0.3173,2.13,1.2425
-118.42,34.01,1594.0,369.0,952.0,362.0,335400.0,1.4107430415222006,1,2,4.4,0.2315,2.63,1.1783
-118.1,34.1,1379.0,315.0,1249.0,309.0,183100.0,1.2961781691767822,1,2,4.46,0.2284,4.04,0.6573
-117.05,32.62,3928.0,686.0,2315.0,681.0,144500.0,1.6648915406190672,2,1,5.77,0.1746,3.4,1.2603
-122.49,38.31,3078.0,597.0,1411.0,586.0,195500.0,1.4469189829363254,1,1,5.25,0.194,2.41,1.3485
-122.41,37.66,1294.0,308.0,1177.0,301.0,218800.0,1.540452183778782,2,2,4.3,0.238,3.91,0.9378
-118.42,33.99,1724.0,419.0,1079.0,394.0,263800.0,1.7141762345696754,1,1,4.38,0.243,2.74,1.6614
-122.04,38.25,582.0,131.0,241.0,106.0,125000.0,1.2237754316221157,0,2,5.49,0.2251,2.27,1.0573
-121.64,39.15,2659.0,396.0,1159.0,407.0,124900.0,1.8300181813451453,0,0,6.53,0.1489,2.85,1.8365
-121.37,38.68,1086.0,187.0,663.0,190.0,84200.0,1.4603344738283552,0,1,5.72,0.1722,3.49,0.9477
-117.08,32.91,1653.0,228.0,690.0,224.0,248400.0,2.026212163765215,1,0,7.38,0.1379,3.08,2.1381
-118.54,34.22,1664.0,300.0,1000.0,309.0,224100.0,1.735735705546729,1,1,5.39,0.1803,3.24,1.4423
-117.39,33.93,3014.0,494.0,1832.0,485.0,127900.0,1.763582877959318,0,1,6.21,0.1639,3.78,1.2787
-118.2,34.06,453.0,119.0,533.0,132.0,112500.0,1.1927399513928079,1,2,3.43,0.2627,4.04,0.5683
-118.46,34.16,1495.0,300.0,598.0,280.0,265400.0,1.4973436648951852,1,2,5.34,0.2007,2.14,1.6214
